"","customerID","tenure","MonthlyCharges","TotalCharges","Churn","Gender_Female","SeniorCitizen_0","Partner_Yes","Dependents_No","PhoneService_No","MultipleLines_No","InternetService_DSL","InternetService_Fiberoptic","OnlineSecurity_No","Online_Backup_Yes","DeviceProtection_No","TechSupport_No","tv_No","Movies_No","Contract_Monthtomonth","Contract_Oneyear","PaperLessBilling_Yes","PaymentMethod_Electroniccheck","PaymentMethod_Mailedcheck","PaymentMethod_Banktransfer_automatic"
"4935","2272-WUSPA",72,110.75,7751.7,"No",1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
"4937","3898-GUYTS",45,97.05,4385.05,"No",1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0
"4939","6413-XKKPU",17,89.4,1539.45,"Yes",0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0
"4940","9975-SKRNR",1,18.9,18.9,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4941","3703-KBKZP",16,74.45,1261.35,"No",0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1
"4949","3446-QDSZF",4,55.5,227.35,"No",1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0
"4952","5117-IFGPS",29,84.3,2357.75,"No",0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"4964","8313-AFGBW",47,73.6,3522.65,"No",0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
"4965","3943-KDREE",26,74.95,1834.95,"Yes",1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1
"4970","2303-PJYHN",2,19.85,52,"No",1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"4983","7124-UGSUR",61,104.4,6405,"Yes",1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0
"4985","5236-XMZJY",42,59.65,2536.55,"No",1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1
"4987","2694-CIUMO",12,79.55,958.25,"No",1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0
"4988","5846-ABOBJ",71,24.45,1730.65,"No",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4989","1439-LCGVL",26,19.2,459.6,"No",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"4997","3557-HTYWR",47,74.05,3496.3,"No",1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
"5000","1699-TLDLZ",16,19.7,301.55,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5012","9699-UBQFS",43,94.5,4156.8,"No",1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0
"5013","9367-TCUYN",12,20.1,223.6,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"5018","2073-QBVBI",41,35.45,1391.65,"No",1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0
"5031","6101-IMRMM",6,94.5,575.45,"Yes",0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0
"5033","5429-LWCMV",12,89.15,1057.55,"No",1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0
"5035","9758-MFWGD",48,29.9,1388.75,"No",1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1
"5036","3955-JBZZM",20,78.8,1641.3,"No",0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0
"5037","1268-ASBGA",16,85.35,1375.15,"Yes",1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0
"5045","9927-DSWDF",22,104.6,2180.55,"No",0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0
"5048","8149-AIQCG",39,73.15,2730.85,"No",0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0
"5060","6907-NZZIJ",36,99.15,3615.6,"Yes",1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"5061","6133-OZILE",18,35.2,607.3,"No",1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0
"5066","6551-ZCOTS",33,24.9,847.8,"No",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"5079","9402-ROUMJ",67,100.25,6689,"No",1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
"5081","7159-NOKYQ",67,93.15,6368.2,"No",0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0
"5083","8779-YIQQA",21,19.8,350.1,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"5084","7136-IHZJA",40,71.35,2847.2,"No",1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
"5085","8966-OIQHG",22,20.75,452.35,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5093","5774-XZTQC",7,20.45,150.75,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"5096","7269-JISCY",55,45.05,2462.6,"No",1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1
"5108","9633-DENPU",47,58.6,2723.4,"No",1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1
"5109","7811-JIVPF",23,49.7,1081.25,"No",1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0
"5114","9258-CNWAC",71,113.65,8166.8,"No",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"5127","4188-FRABG",57,103.05,5925.75,"No",0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0
"5129","4128-ETESU",47,99.7,4747.2,"No",1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
"5131","4625-EWPTF",8,30.45,226.45,"Yes",0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0
"5132","5980-NOPLP",44,96.1,4364.1,"Yes",1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0
"5133","3850-OKINF",71,66.2,4692.55,"No",0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
"5141","7577-SWIFR",1,89.25,89.25,"No",0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0
"5144","5204-HMGYF",49,87.2,4345,"No",1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0
"5156","8294-UIMBA",30,94.4,2638.1,"No",1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1
"5157","8109-YUOHE",17,56.1,946.95,"No",0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0
"5162","0696-UKTOX",23,54.15,1312.45,"No",0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0
"5175","0947-IDHRQ",7,80.3,526.7,"Yes",1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0
"5177","0128-MKWSG",26,45.8,1147,"No",1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
"5179","4350-ZTLPI",53,108.95,5718.2,"No",1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1
"5180","9048-JVYVF",3,69.35,191.35,"Yes",0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0
"5181","0361-HJRDX",68,64.35,4539.6,"No",1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"5189","1028-FFNJK",30,101.5,2917.65,"No",0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0
"5192","5982-PSMKW",23,91.1,2198.3,"No",1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"5204","0734-OXWBT",3,70.7,225.65,"No",0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"5205","4282-ACRXS",38,24.85,955.75,"No",0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"5210","1841-YSJGV",72,109.95,7852.4,"No",0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"5223","6854-EXGSF",8,65.5,573.15,"No",1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1
"5225","9233-PSYHO",45,100.15,4459.8,"No",1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
"5227","8044-BGWPI",12,21.15,306.05,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"5228","4060-LDNLU",7,96.2,639.7,"No",0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
"5229","3589-PPVKW",9,44.4,348.15,"No",0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
"5237","7025-IWFHT",41,89.55,3729.75,"No",0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0
"5240","2056-EVGZL",68,105.75,7322.5,"No",0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
"5252","8485-GJCDN",5,69.05,318.5,"Yes",1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0
"5253","2615-YVMYX",71,107.5,7713.55,"No",0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0
"5258","6029-WTIPC",37,101.1,3744.05,"Yes",0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0
"5271","6682-QJDGB",40,55.25,2139.2,"Yes",0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0
"5273","8780-IXSTS",6,90.1,521.3,"Yes",1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0
"5275","6723-WSNTY",66,108.1,7181.95,"No",1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
"5276","9530-EHPOH",11,53.75,608,"Yes",0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0
"5277","2725-IWWBA",46,56.9,2560.1,"No",0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0
"5285","3317-HRTNN",5,45.7,198,"Yes",1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
"5288","9708-KFDBY",1,20.55,20.55,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5300","5569-OUICF",28,101.3,2812.2,"Yes",1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
"5301","8821-XNHVZ",1,80.05,80.05,"Yes",1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0
"5306","9027-TMATR",43,78.8,3460.3,"No",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"5319","2498-XLDZR",32,73.6,2316.85,"No",1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
"5321","5338-YHWYT",37,61.45,2302.35,"No",0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
"5323","8731-WBBMB",26,81.9,2078.55,"No",1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1
"5324","1448-CYWKC",58,105.2,6225.4,"No",1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0
"5325","7901-IIDQV",24,54.6,1242.25,"No",0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1
"5333","4565-EVZMJ",47,58.9,2813.05,"No",1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0
"5336","3327-YBAKM",64,96.9,6314.35,"No",1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0
"5348","9788-HNGUT",72,116.95,8594.4,"No",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"5349","9495-REDIY",25,40.65,970.55,"No",0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0
"5354","8992-OBVDG",21,61.65,1393.6,"No",0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"5367","8232-CTLKO",66,59.75,3996.8,"No",1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0
"5369","6168-WFVVF",3,70.3,235.5,"Yes",1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"5371","0112-QAWRZ",16,90.8,1442.2,"No",0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
"5372","0877-SDMBN",54,103.95,5639.05,"Yes",1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
"5373","2786-GCDPI",50,104.95,5222.35,"No",1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"5381","9689-PTNPG",2,80.25,144.55,"Yes",0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
"5384","2362-IBOOY",36,84.75,3050.15,"Yes",0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"5396","9095-HFAFX",5,81,389.6,"Yes",1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0
"5397","5627-TVBPP",35,20.1,644.5,"No",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"5402","5124-EOGYE",31,20.45,638.55,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5415","2722-VOJQL",64,105.65,6903.1,"Yes",0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0
"5417","8961-QDZZJ",57,95,5535.8,"No",1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0
"5419","8490-BXHEO",18,80.55,1411.65,"No",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
"5420","7173-TETGO",72,78.5,5602.25,"No",1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1
"5421","7929-SKFGK",70,114.3,8244.3,"No",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"5429","7394-FKDNK",9,89.45,853.1,"Yes",1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0
"5432","5995-WWKKG",37,19.8,695.05,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"5444","7109-MFBYV",26,45.45,1233.15,"No",0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"5445","1833-TCXKK",45,107.75,4882.8,"No",0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1
"5450","5696-CEIQJ",67,103.15,6895.5,"No",0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"5463","9289-LBQVU",64,70.15,4480.7,"No",0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0
"5465","3458-IDMFK",25,20.75,499.4,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"5467","0221-NAUXK",10,19.95,219.5,"No",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"5468","9770-KXGQU",53,98.6,5311.85,"No",1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
"5469","6437-UKHMV",7,79.7,586.05,"Yes",1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
"5477","6060-DRTNL",5,84.85,415.55,"Yes",1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0
"5480","8990-ZXLSU",9,69.05,651.5,"No",1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0
"5492","3703-TTEPD",21,65.35,1424.4,"No",0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1
"5493","2799-TSLAG",65,25.3,1748.55,"No",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5498","7614-QVWQL",49,51.8,2541.25,"Yes",0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1
"5511","6693-FRIRW",18,101.3,1794.65,"No",0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
"5513","3173-NVMPX",9,55.3,501.2,"No",1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0
"5515","0623-GDISB",1,48.45,48.45,"No",1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1
"5516","2892-GESUL",18,19.35,309.25,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5517","6923-EFPNL",4,51.75,201.1,"Yes",0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"5525","1716-LSAMB",45,54.65,2553.7,"No",0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1
"5528","5985-BEHZK",72,105,7578.05,"No",1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
"5540","4632-PAOYU",22,19.95,433.5,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"5541","3803-KMQFW",1,20.55,20.55,"Yes",1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"5546","7658-UYUQS",21,86.55,1857.25,"No",0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1
"5559","0675-NCDYU",72,116.4,8543.25,"No",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"5561","1346-PJWTK",61,94.15,5731.85,"No",0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0
"5563","8023-QHAIO",56,76.85,4275.75,"No",1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1
"5564","4397-FRLTA",4,20.15,84.5,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"5565","3057-VJJQE",35,55.25,1924.1,"No",0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
"5573","4654-ULTTN",70,74.8,5315.8,"No",0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"5576","1492-KGETH",70,78.35,5445.95,"No",0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
"5588","1707-HABPF",46,91.3,4126.35,"No",1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1
"5589","1660-HSOOQ",1,49.65,49.65,"Yes",0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0
"5594","4508-OEBEY",31,75.5,2424.45,"No",0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0
"5607","6586-PSJOX",15,55.2,864.55,"No",0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0
"5609","9705-ZJBCG",13,54.15,701.05,"No",1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1
"5611","1320-HTRDR",3,75.5,220.6,"Yes",1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"5612","6847-KJLTS",58,100.4,5749.8,"No",1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1
"5613","9670-BPNXF",45,62.55,2796.45,"No",1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0
"5621","5286-YHCVC",72,104.8,7470.1,"No",0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
"5624","9115-YQHGA",40,51.1,2092.9,"No",0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0
"5636","2087-QAREY",22,54.7,1178.75,"No",1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0
"5637","0601-WZHJF",14,46.35,667.7,"Yes",0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
"5642","7452-FOLON",39,25.45,958.45,"No",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5655","1576-PFZIW",70,105.35,7511.9,"No",0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"5657","7312-XSBAT",1,49.75,49.75,"No",0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0
"5659","2371-JQHZZ",24,93,2248.05,"No",0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0
"5660","0674-GCDXG",63,71.9,4479.2,"No",0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
"5661","1121-QSIVB",44,77.55,3471.1,"No",1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0
"5669","0147-ESWWR",39,101.25,3949.15,"No",1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0
"5672","6370-ZVHDV",61,25.3,1554.9,"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5684","5057-LCOUI",39,50.75,2011.4,"Yes",1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0
"5685","0193-ESZXP",58,105.5,6205.5,"Yes",1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0
"5690","5399-ZIMKF",5,74.65,383.65,"No",0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
"5703","5287-QWLKY",71,105.1,7548.1,"Yes",0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0
"5705","0168-XZKBB",19,86.85,1564.4,"No",1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0
"5707","5196-SGOAK",1,75.7,75.7,"Yes",1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
"5708","4537-DKTAL",2,45.55,84.4,"No",1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"5709","7072-MBHEV",11,78.1,864.85,"No",1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0
"5717","8903-XEBGX",2,55.3,108.65,"No",0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0
"5720","1089-XZWHH",24,19.7,494.05,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"5732","4936-YPJNK",10,19.9,199.45,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"5733","1580-BMCMR",19,87.3,1637.3,"No",0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0
"5738","7989-VCQOH",18,83.25,1611.15,"No",0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"5751","2398-YPMUR",13,70.15,916.75,"Yes",1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"5753","7480-SPLEF",69,26,1796.55,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5755","1431-CYWMH",22,19.05,454.05,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"5756","5937-EORGB",15,96.5,1392.25,"No",0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0
"5757","6349-JDHQP",53,19.85,1049.6,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5765","0716-BQNDX",57,93.75,5625.55,"No",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"5768","1972-XMUWV",65,59.8,3808.2,"No",1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
"5780","2237-ZFSMY",39,95.55,3692.85,"Yes",1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
"5781","1722-LDZJS",53,20.2,1068.15,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5786","0506-YLVKJ",46,20.2,917.45,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"5799","4548-SDBKE",5,85.2,474.8,"Yes",1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0
"5801","7129-CAKJW",17,80.05,1345.65,"No",1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1
"5803","3570-YUEKJ",42,49.55,2077.95,"No",1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
"5804","4143-OOBWZ",5,81.3,416.3,"Yes",0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0
"5805","1555-HAPSU",71,23.9,1663.5,"No",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5813","3422-LYEPQ",1,71,71,"Yes",0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"5816","2642-DTVCO",9,85.05,746.5,"Yes",0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"5828","3161-GETRM",34,90.05,3097,"No",0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0
"5829","0402-OAMEN",72,24.45,1709.1,"No",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5834","4976-LNFVV",19,34.3,577.15,"No",0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0
"5847","3370-HXOPH",3,76.1,257.6,"No",1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
"5849","9958-MEKUC",72,103.95,7517.7,"No",0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"5851","6927-WTFIV",20,71.3,1389.2,"Yes",0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0
"5852","4118-CEVPF",35,110.8,3836.3,"No",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
"5853","3398-ZOUAA",21,69.1,1474.75,"Yes",0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"5861","4512-ZUIYL",2,70,153.05,"Yes",1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1
"5864","7969-AULMZ",21,97.35,2119.5,"Yes",1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0
"5876","2296-DKZFP",65,71,4386.2,"No",1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
"5877","4844-JJWUY",1,86,86,"Yes",1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0
"5882","3229-USWAR",34,79.95,2727.3,"No",1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
"5895","7881-INRLC",45,100.85,4740,"Yes",0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
"5897","1635-NZATJ",71,25.45,1789.65,"No",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5899","8277-RVRSV",33,24.15,800.3,"No",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5900","9943-VSZUV",67,75.7,5060.85,"No",0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0
"5901","0117-LFRMW",37,40.2,1448.8,"Yes",0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1
